Date Local,Arithmetic Mean,State Code,County Code
2017-01-01,10.4,06,019
2017-01-01,14.283333,06,019
2017-01-01,14.2,06,019
2017-01-01,10.208333,06,019
2017-01-01,10.2,06,019
2017-01-01,5.125,06,019
2017-01-01,5.1,06,019
2017-01-01,0.125,06,019
2017-01-01,0.1,06,019
2017-01-01,8.1,06,019
2017-01-01,7.170833,06,019
2017-01-01,7.1,06,019
2017-01-01,8.2,06,019
2017-01-02,14.7,06,019
2017-01-02,17.266667,06,019
2017-01-02,17.2,06,019
2017-01-02,15.416667,06,019
2017-01-02,15.4,06,019
2017-01-02,4.625,06,019
2017-01-02,4.6,06,019
2017-01-02,1.708333,06,019
2017-01-02,1.7,06,019
2017-01-02,13.775,06,019
2017-01-02,13.7,06,019
2017-01-03,4.4,06,019
2017-01-03,7.970833,06,019
2017-01-03,7.9,06,019
2017-01-03,4.104167,06,019
2017-01-03,4.1,06,019
2017-01-03,1.291667,06,019
2017-01-03,1.2,06,019
2017-01-03,6.458333,06,019
2017-01-03,6.4,06,019
2017-01-03,5.041667,06,019
2017-01-03,5,06,019
2017-01-04,1,06,019
2017-01-04,4.091667,06,019
2017-01-04,4,06,019
2017-01-04,2.341667,06,019
2017-01-04,2.3,06,019
2017-01-04,-0.75,06,019
2017-01-04,-0.7,06,019
2017-01-04,2.958333,06,019
2017-01-04,2.9,06,019
2017-01-04,1,06,019
2017-01-04,2.470833,06,019
2017-01-04,2.4,06,019
2017-01-04,2.4,06,019
2017-01-05,3.7,06,019
2017-01-05,6.425,06,019
2017-01-05,6.4,06,019
2017-01-05,4.269565,06,019
2017-01-05,4.2,06,019
2017-01-05,0.416667,06,019
2017-01-05,0.4,06,019
2017-01-05,2.208333,06,019
2017-01-05,2.2,06,019
2017-01-05,3.179167,06,019
2017-01-05,3.1,06,019
2017-01-06,17,06,019
2017-01-06,22.4125,06,019
2017-01-06,22.4,06,019
2017-01-06,16.9,06,019
2017-01-06,16.9,06,019
2017-01-06,5.173913,06,019
2017-01-06,5.1,06,019
2017-01-06,2.166667,06,019
2017-01-06,2.1,06,019
2017-01-06,15.829167,06,019
2017-01-06,15.8,06,019
2017-01-07,8.1,06,019
2017-01-07,9.5,06,019
2017-01-07,11.308333,06,019
2017-01-07,11.3,06,019
2017-01-07,9.404545,06,019
2017-01-07,9.4,06,019
2017-01-07,0.833333,06,019
2017-01-07,0.8,06,019
2017-01-07,10.25,06,019
2017-01-07,10.2,06,019
2017-01-07,8.4,06,019
2017-01-07,9.1875,06,019
2017-01-07,9.1,06,019
2017-01-07,10.1,06,019
2017-01-08,2,06,019
2017-01-08,3,06,019
2017-01-08,3,06,019
2017-01-08,2.508333,06,019
2017-01-08,2.5,06,019
2017-01-08,-0.958333,06,019
2017-01-08,-0.9,06,019
2017-01-08,1.583333,06,019
2017-01-08,1.5,06,019
2017-01-08,3.1375,06,019
2017-01-08,3.1,06,019
2017-01-09,2.2,06,019
2017-01-09,3.091667,06,019
2017-01-09,3,06,019
2017-01-09,1.795833,06,019
2017-01-09,1.7,06,019
2017-01-09,0.391304,06,019
2017-01-09,0.3,06,019
2017-01-09,-0.083333,06,019
2017-01-09,0,06,019
2017-01-09,2.191304,06,019
2017-01-09,2.1,06,019
2017-01-10,2.8,06,019
2017-01-10,5.254167,06,019
2017-01-10,5.2,06,019
2017-01-10,1.93,06,019
2017-01-10,1.9,06,019
2017-01-10,-0.333333,06,019
2017-01-10,-0.3,06,019
2017-01-10,-0.916667,06,019
2017-01-10,-0.9,06,019
2017-01-10,3.483333,06,019
2017-01-10,3.4,06,019
2017-01-10,3.1,06,019
2017-01-11,2.6,06,019
2017-01-11,4.508696,06,019
2017-01-11,4.5,06,019
2017-01-11,3.134783,06,019
2017-01-11,3.1,06,019
2017-01-11,0.875,06,019
2017-01-11,0.8,06,019
2017-01-11,0.708333,06,019
2017-01-11,0.7,06,019
2017-01-11,3.7125,06,019
2017-01-11,3.7,06,019
2017-01-12,4,06,019
2017-01-12,7.3125,06,019
2017-01-12,7.3,06,019
2017-01-12,4.75,06,019
